PROYECTO_ID,CONVOCATORIA_ID,ANO_CONVOCATORIA,DESC_CONVOCATORIA,CODIGO_PROYECTO,TITULO_PROYECTO,FECHA_REGISTRO,FECHA_APROBACION,ENTIDAD_EJECUTA,TIPO_FINANCIACION,DESC_FINANCIACION,COD_PROG_CTI,NME_PROG_CTI,COD_AREA_TEMATICA,AREA_TEMATICA,COD_AREA_CIENCIA,NME_AREA_CIENCIA,ESTADO_PROYECTO,COD_DANE_CIUDAD_ENTIDAD,NME_CIUDAD_ENTIDAD,COD_DANE_DEPTO_ENTIDAD,NME_DEPTO_ENTIDAD,COD_DANE_CIUDAD_PRY,NME_CIUDAD_PRY,COD_DANE_DEPTO_PRY,NME_DEPTO_PRY,TPO_PROYECTO,NME_TIPO_PROYECTO,MONTO_FINANCIADO_AP,MONTO_CONTRAPARTIDA_AP,MONTO_TOTAL_AP
42871,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,222956933302,Farmacogenomica de la respuesta al tratamiento de la leishmaniasis cutanea en Colombia,2012-05-30,2013-02-27,CENTRO INTERNACIONAL DE ENTRENAMIENTO E INVESTIGACIONES MEDICAS - CIDEIM,RCP,RECUPERACION CONTINGENTE CTeI,9,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,X,No disponible,X,No disponible,CODIFICADO,76001,CALI,76,VALLE DEL CAUCA,76001,CALI,76,VALLE DEL CAUCA,P,Proyecto,319886183,168086000,487972183
42872,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,111356933303,Trastornos tiroideos y exposicion a plaguicidas en trabajadores del sector agricola en fincas de cultivo de platano y cafe del departamento del Quindio 2013- 2014,2012-05-30,2013-02-27,UNIVERSIDAD DEL QUINDIO - UNIQUINDIO,RCP,RECUPERACION CONTINGENTE CTeI,9,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,X,No disponible,X,No disponible,POR EVALUAR,63001,ARMENIA,63,QUINDIO,63001,ARMENIA,63,QUINDIO,P,Proyecto,344653800,326118600,670772400
42892,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,111556933323,REGISTRO HISTORICOS DE  LAS PROLIFERACIONES ALGALES NOCIVAS Y SU RELACION CON LA VARIACION CLIMATICA  Y LA CONTAMINACION  A PARTIR  DE LA CARACTERIZACION GEOQUIMICA Y MICROPALEONTOLOGICA DE NUCLEOS SEDIMENTARIOS RECOLECTADOS EN  EL GOLFO DE URABA.,2012-05-30,2012-09-24,UNIVERSIDAD DE ANTIOQUIA - UDEA,RCP,RECUPERACION CONTINGENTE CTeI,6,PROGRAMA NACIONAL DE CIENCIAS DEL MAR Y LOS RECURSOS HIDROBIOLOGICOS,25,Estructura y funcion de ecosistemas,X,No disponible,POR ELABORAR CONTRATO,5001,MEDELLIN,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,5,ANTIOQUIA,P,Proyecto,349496255,176756025,526252280
43017,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,111556933448,Asociacion  entre la prescripcion adecuada de antibioticos en pacientes con sepsis  y los desenlaces de mortalidad y tiempo de estancia hospitalaria,2012-05-30,2013-02-27,UNIVERSIDAD DE ANTIOQUIA - UDEA,RCP,RECUPERACION CONTINGENTE CTeI,9,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,X,No disponible,X,No disponible,POR EVALUAR,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,158760000,184544214,343304214
43114,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,120356933545,ASHYI Plataforma basada en agentes para la planificacion dinamica inteligente y adaptativa de actividades aplicada a la educacion personalizada,2012-05-30,2012-09-13,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE BOGOTA,RCP,RECUPERACION CONTINGENTE CTeI,16,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,10299,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES,X,No disponible,POR ELABORAR CONTRATO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,337909300,267910797,605820097
43484,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,110656933916,Secuestro y emision de gases de efecto invernadero en humedales estrategicos del Valle del Cauca,2012-05-31,2013-02-15,UNIVERSIDAD DEL VALLE - UNIVALLE,RCP,RECUPERACION CONTINGENTE CTeI,1,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN AMBIENTE BIODIVERSIDAD Y HABITAT,10784,OCEANOS AGUA Y CAMBIO CLIMATICO,X,No disponible,POR EVALUAR,76001,CALI,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,76,VALLE DEL CAUCA,P,Proyecto,348502601,169202240,517704841
43498,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,110756933930,Diseno sintesis evaluacion de la actividad citotoxica e identificacion del mecanismo de accion de derivados quinoidales como potenciales agentes anticancerigenos,2012-05-31,2012-11-09,UNIVERSIDAD DE CARTAGENA,RCP,RECUPERACION CONTINGENTE CTeI,9,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,X,No disponible,X,No disponible,CODIFICADO,13001,CARTAGENA DE INDIAS,13,BOLIVAR,13001,CARTAGENA DE INDIAS,13,BOLIVAR,P,Proyecto,349068484,410204437,759272921
42992,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,111556933423,SINTESIS Y DETERMINACION DE LA ACTIVIDAD LEISHMANICIDA in vitro e in vivo DE COMPUESTOS HIBRIDOS DERIVADOS DEL TRICLOSAN,2012-05-30,2012-09-07,UNIVERSIDAD DE ANTIOQUIA - UDEA,RCP,RECUPERACION CONTINGENTE CTeI,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,2,Quimica,X,No disponible,POR ELABORAR CONTRATO,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,349965000,150200000,500165000
42993,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,111356933424,EVALUACION DE LA INTERACCION IN SILICO Y EL EFECTO IN VITRO DE LA CURCUMINA SOBRE EL DOMINIO POLIMERASA NS5 DEL VIRUS DENGUE 2,2012-05-30,2013-10-03,UNIVERSIDAD DEL QUINDIO - UNIQUINDIO,RCP,RECUPERACION CONTINGENTE CTeI,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,5,Basicas biomedicas,X,No disponible,POR ELABORAR CONTRATO,63001,ARMENIA,63,QUINDIO,63001,ARMENIA,63,QUINDIO,P,Proyecto,300870000,169200000,470070000
43038,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,222956933469,Evaluacion de mecanismos de respuesta inmune innata asociados con la susceptibilidad al virus Dengue en poblaciones de Aedes aegypti colectados en campo,2012-05-31,2013-02-27,CENTRO INTERNACIONAL DE ENTRENAMIENTO E INVESTIGACIONES MEDICAS - CIDEIM,RCP,RECUPERACION CONTINGENTE CTeI,9,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,X,No disponible,X,No disponible,CODIFICADO,76001,CALI,76,VALLE DEL CAUCA,76001,CALI,76,VALLE DEL CAUCA,P,Proyecto,205618851,159585633,365204484
43438,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,120356933870,EVALUACI¿N DE LA PRESENCIA DE Helicobacter pylori  EN AGUAS POTABLES Y RESIDUALES EN LA CIUDAD DE BOGOT¿.,2012-05-31,2013-02-27,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE BOGOTA,RCP,RECUPERACION CONTINGENTE CTeI,9,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,X,No disponible,X,No disponible,CODIFICADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,323579132,174420714,497999846
43289,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,211756933721,SHIFT Framework para la generacion asistida de software empresarial auto-adaptable en tiempo de ejecucion,2012-06-04,2012-09-13,UNIVERSIDAD ICESI,RCP,RECUPERACION CONTINGENTE CTeI,16,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,10299,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES,X,No disponible,POR ELABORAR CONTRATO,76001,CALI,76,VALLE DEL CAUCA,76001,CALI,76,VALLE DEL CAUCA,P,Proyecto,349841039,264181902,614022941
43531,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,111556933963,Diseno y fabricacion de topografias controladas por micromecanizado para sockets de protesis para amputados transfemorales evaluacion de influencia en distribucion de esfuerzos y relacion con el confort,2012-06-04,2012-09-10,UNIVERSIDAD DE ANTIOQUIA - UDEA,RCP,RECUPERACION CONTINGENTE CTeI,18,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,65,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS,X,No disponible,POR ELABORAR CONTRATO,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,343612500,150000000,493612500
43741,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,121556934316,Analisis de las relaciones simultaneas entre Bienestar Subjetivo Personalidad Esquemas Cognitivos Estres y sus relaciones funcionales con el Desempeno Academico de estudiantes universitarios en la Costa Atlantica.,2012-06-01,2012-10-02,UNIVERSIDAD DEL NORTE - UNINORTE,RCP,RECUPERACION CONTINGENTE CTeI,8,PROGRAMA NACIONAL DE ESTUDIOS CIENTIFICOS EN EDUCACION,14,Innovaciones educativas psicopedagogia e intelige,53,53 CIENCIAS DE LA EDUCACION,APROBADO,8001,BARRANQUILLA,8,ATLANTICO,8001,BARRANQUILLA,8,ATLANTICO,P,Proyecto,203068329,102705600,305773929
43750,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,111556934325,MOLECULAS LIDERES A PARTIR DE LA QUIMIODIVERSIDAD NATURAL ESTUDIO INTEGRADO DE LOS ALCALOIDES DE AMARYLLIDACEAE COMO POTENCIALES NEUROPROTECTORES,2012-06-03,2013-02-27,UNIVERSIDAD DE ANTIOQUIA - UDEA,RCP,RECUPERACION CONTINGENTE CTeI,9,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,X,No disponible,X,No disponible,POR EVALUAR,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,331369500,458022837,789392337
43109,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,111556933540,Caracterizacion funcional y molecular de canales ionicos en poblaciones de Aedes Aegypti sensibles y resistentes a insecticidas,2012-05-30,2012-09-27,UNIVERSIDAD DE ANTIOQUIA - UDEA,RCP,RECUPERACION CONTINGENTE CTeI,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,1,Biologia,X,No disponible,POR ELABORAR CONTRATO,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,349999650,239031676,589031326
43110,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,222856933541,Sistemas de separacion y clasificacion celular en corto tiempo con bajo costo y alta eficiencia uso de levitacion acustica y fuerzas hidrodinamicas,2012-05-30,2012-11-09,CENTRO INTERNACIONAL DE FISICA - CIF,RCP,RECUPERACION CONTINGENTE CTeI,7,PROGRAMA NACIONAL DE BIOTECNOLOGIA,X,No disponible,X,No disponible,CODIFICADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,350000000,336975847,686975847
43117,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,110156933548,ESTUDIO RETROSPECTIVO DEL VINCULO MADRE-HIJO DURANTE EL PRIMER ANO DE VIDA Y SU RELACION CON EL DESARROLLO EL PRE-ESCOLAR,2012-05-30,2012-11-09,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,RCP,RECUPERACION CONTINGENTE CTeI,4,PROGRAMA NACIONAL DE CIENCIAS SOCIALES Y HUMANAS,X,No disponible,X,No disponible,CODIFICADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,96000000,42000000,138000000
43118,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,110156933549,ESTRUCTURA Y EVOLUCION GEOLOGICA DEL BASAMENTO CRISTALINO DEL MACIZO DE SANTANDER CORDILLERA ORIENTAL (COLOMBIA),2012-05-30,2012-09-11,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,RCP,RECUPERACION CONTINGENTE CTeI,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,4,Ciencias de la tierra,X,No disponible,POR ELABORAR CONTRATO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,349932000,485077000,835009000
43094,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,110156933525,Exploraci¿n y modelaci¿n de la iridiscencia en especies colombianas,2012-06-04,2012-09-28,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,RCP,RECUPERACION CONTINGENTE CTeI,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,3,Fisica,X,No disponible,POR ELABORAR CONTRATO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,349878537,185922574,535801111
43095,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,221356933526,Deteccion precoz de individuos con infeccion subclinica o latente por Histoplasma capsulatum empleando una prueba de liberacion de IFN-gamma (IGRA) antigeno especifica (Histo-Cuantiferon).,2012-05-30,2013-02-27,CORPORACION PARA INVESTIGACIONES BIOLOGICAS - CIB,RCP,RECUPERACION CONTINGENTE CTeI,9,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,X,No disponible,X,No disponible,CODIFICADO,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,349124582,157045645,506170227
43967,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,120556934545,Territorios del agua y redes de practica y aprendizaje apropiacion social del conocimiento y gestion colaborativa en el borde sur del Distrito Capital.,2012-06-01,2013-03-11,UNIVERSIDAD EXTERNADO DE COLOMBIA,RCP,RECUPERACION CONTINGENTE CTeI,1,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN AMBIENTE BIODIVERSIDAD Y HABITAT,11075,4.2.1SISTEMAS PARA SUMINISTRO PERMANENTE DE AGUA POTABLE Y ENERGIA A BAJO COSTO,X,No disponible,POR EVALUAR,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,350000000,1606402584,1956402584
43313,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,110656933745,DISENO SINTESIS Y CARACTERIZACION DE NUEVOS PIGMENTOS ORGANICOS FOTO- Y ELECTRO-ACTIVOS Y SU POTENCIAL APLICACION EN CELDAS FOTOVOLTAICAS ORGANICAS,2012-05-30,2012-09-06,UNIVERSIDAD DEL VALLE - UNIVALLE,RCP,RECUPERACION CONTINGENTE CTeI,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,2,Quimica,X,No disponible,POR ELABORAR CONTRATO,76001,CALI,76,VALLE DEL CAUCA,76001,CALI,76,VALLE DEL CAUCA,P,Proyecto,290850000,283250000,574100000
43353,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,651756933785,DETERMINACION DE LA PREVALENCIA DE MIOPIA Y SU ASOCIACION CON INFLUENCIAS MEDIOAMBIENTALES EN POBLACION COLOMBIANA URBANA Y RURAL - ESTUDIO MIOPUR,2012-05-31,2013-03-27,FUNDACION OFTALMOLOGICA DE SANTANDER - CLINICA CARLOS ARDILA LULLE - FOSCAL-,RCP,RECUPERACION CONTINGENTE CTeI,9,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,X,No disponible,X,No disponible,CODIFICADO,68001,BUCARAMANGA,68,SANTANDER,68276,FLORIDABLANCA,68,SANTANDER,P,Proyecto,344084517,296705000,640789517
43355,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,111556933787,Regeneromica Uso de transcriptomica en mecanismos moleculares implicados en la regeneracion de extremidades en dos especies de salamandras colombianas,2012-05-31,2012-11-09,UNIVERSIDAD DE ANTIOQUIA - UDEA,RCP,RECUPERACION CONTINGENTE CTeI,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,1,Biologia,X,No disponible,POR ELABORAR CONTRATO,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,349107392,241715148,590822540
43383,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,111856933815,Sistema Sensorico para la Inspeccion de Autopartes en la Linea de Ensamble,2012-06-04,2012-09-10,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,RCP,RECUPERACION CONTINGENTE CTeI,18,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,X,No disponible,X,No disponible,CODIFICADO,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,266000000,130739322,396739322
43252,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,110756933684,Aislamiento y Purificacion de Compuestos con Potencial Actividad Antileishmanial a partir de Cordia dentata Poir. y Heliotropium indicum L.,2012-06-01,2012-11-09,UNIVERSIDAD DE CARTAGENA,RCP,RECUPERACION CONTINGENTE CTeI,9,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,X,No disponible,X,No disponible,CODIFICADO,13001,CARTAGENA DE INDIAS,13,BOLIVAR,13001,CARTAGENA DE INDIAS,13,BOLIVAR,P,Proyecto,343234328,203900000,547134328
42978,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,110256933409,ESTUDIO COMPUTACIONAL DE LA ACILACION ENANTIO- Y REGIOSELECTIVA DEL PROPRANOLOL CATALIZADA POR LIPASA B DE CANDIDA ANTARCTICA,2012-05-30,2012-09-24,UNIVERSIDAD INDUSTRIAL DE SANTANDER - UIS,RCP,RECUPERACION CONTINGENTE CTeI,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,2,Quimica,X,No disponible,POR ELABORAR CONTRATO,68001,BUCARAMANGA,68,SANTANDER,68001,BUCARAMANGA,68,SANTANDER,P,Proyecto,181989456,330760000,512749456
42798,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,222956933229,Rol de las Celulas NK en la Respuesta Inmune a Treponema pallidum en Pacientes con Sifilis Venerea y Sifilis Gestacional,2012-05-29,2012-11-09,CENTRO INTERNACIONAL DE ENTRENAMIENTO E INVESTIGACIONES MEDICAS - CIDEIM,RCP,RECUPERACION CONTINGENTE CTeI,9,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,X,No disponible,X,No disponible,CODIFICADO,76001,CALI,76,VALLE DEL CAUCA,76001,CALI,76,VALLE DEL CAUCA,P,Proyecto,343107346,177968205,521075551
44018,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,120356934596,Estudio de la respuesta inmune generada luego de la terapia antitumoral con P2Et y Galactomanano en un modelo murino  de melanoma metastasico.,2012-06-01,2012-09-10,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE BOGOTA,RCP,RECUPERACION CONTINGENTE CTeI,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,5,Basicas biomedicas,X,No disponible,POR ELABORAR CONTRATO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,345686670,344738609,690425279
43434,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,120356933866,Sistema predictivo para apoyar el diagnostico temprano de alteraciones biomecanicas del pie en pacientes diabeticos para la prevencion de amputaciones.,2012-05-31,2012-09-21,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE BOGOTA,RCP,RECUPERACION CONTINGENTE CTeI,16,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,52,AUTOMATIZACION Y MODERNIZACION DE PROCESOS,X,No disponible,APROBADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,349057613,239143878,588201491
43272,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,110756933704,Papel de las modificaciones oxidativas de proteinas de membrana de eritrocitos humanos en polimorfismos protectores de malaria grave,2012-05-30,2012-09-12,UNIVERSIDAD DE CARTAGENA,RCP,RECUPERACION CONTINGENTE CTeI,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,5,Basicas biomedicas,X,No disponible,POR ELABORAR CONTRATO,13001,CARTAGENA DE INDIAS,13,BOLIVAR,13001,CARTAGENA DE INDIAS,13,BOLIVAR,P,Proyecto,335557895,269970480,605528375
43281,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,656656933713,Desarrollo de un prototipo de monitorizacion vital basado en sistemas embebidos optimizados con envio de datos usando redes 3G y monitorizacion remota web georeferenciada en tiempo real.,2012-05-31,2012-09-18,FUNDACION CARDIOVASCULAR DE COLOMBIA - FCV,RCP,RECUPERACION CONTINGENTE CTeI,16,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,50,TELECOMUNICACIONES,X,No disponible,POR ELABORAR CONTRATO,68001,BUCARAMANGA,68,SANTANDER,68276,FLORIDABLANCA,68,SANTANDER,P,Proyecto,298791138,167775834,466566972
43339,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,110156933771,Establishing a metabolic modification strategy for obtaining a Clostridium sp. 13-propanediol hyper-producing strain from glycerol,2012-05-30,2012-09-24,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,RCP,RECUPERACION CONTINGENTE CTeI,7,PROGRAMA NACIONAL DE BIOTECNOLOGIA,X,No disponible,X,No disponible,CODIFICADO,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,255171000,289343027,544514027
43597,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,111956934172,RAIM Implementacion de un framework apoyado en tecnologias moviles y de realidad aumentada para entornos educativos ubicuos adaptativos accesibles e interactivos para todos.,2012-06-01,2012-11-09,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MANIZALES,RCP,RECUPERACION CONTINGENTE CTeI,16,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,X,No disponible,X,No disponible,POR EVALUAR,17001,MANIZALES,17,CALDAS,17001,MANIZALES,17,CALDAS,P,Proyecto,295560000,202955418,498515418
42412,11194,2012,561-2012 BANCO DE PROYECTOS DE ESTANDARIZACION Y ACREDITACION DE LABORATORIOS 2012,120056132840,PARAMETRIZACION DE PRUEBAS MECANICAS PARA  ANALISIS DE SUELOS CONTAMINADOS POR DERRAMES DE HIDROCARBURO,2012-04-30,2012-09-04,UNIVERSIDAD PONTIFICIA BOLIVARIANA - SEDE BUCARAMANGA,RC,RECUPERACION CONTINGENTE,18,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,300,AUTOPARTES,X,No disponible,EJECUCION,68276,FLORIDABLANCA,68,SANTANDER,68001,BUCARAMANGA,68,SANTANDER,P,Proyecto,112000000,157000000,269000000
43389,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,110656933821,FUNCIONES ECOLOGICAS Y HORMIGAS EN CAFETALES CON DIFERENTE INTENSIDAD DE MANEJO,2012-05-31,2012-09-14,UNIVERSIDAD DEL VALLE - UNIVALLE,RCP,RECUPERACION CONTINGENTE CTeI,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,1,Biologia,X,No disponible,POR ELABORAR CONTRATO,76001,CALI,76,VALLE DEL CAUCA,76001,CALI,76,VALLE DEL CAUCA,P,Proyecto,349333782,176583664,525917446
43390,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,110256933822,Fabricacion caracterizacion y estudio teorico de peliculas delgadas nano-estructurados de Hg(1-x)Cd(x)Se.,2012-05-31,2013-02-27,UNIVERSIDAD INDUSTRIAL DE SANTANDER - UIS,RCP,RECUPERACION CONTINGENTE CTeI,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,3,Fisica,X,No disponible,POR ELABORAR CONTRATO,68001,BUCARAMANGA,68,SANTANDER,68001,BUCARAMANGA,68,SANTANDER,P,Proyecto,349627672,990020000,1339647672
43394,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,110656933826,Desarrollo de pruebas en gel de agarosa para simular infusiones de droga para el tratamiento de enfermedades cerebrales,2012-05-31,2012-11-09,UNIVERSIDAD DEL VALLE - UNIVALLE,RCP,RECUPERACION CONTINGENTE CTeI,9,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,X,No disponible,X,No disponible,CODIFICADO,76001,CALI,76,VALLE DEL CAUCA,76001,CALI,76,VALLE DEL CAUCA,P,Proyecto,140882006,67000000,207882006
43817,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,121556934394,EFICIENCIA PRODUCTIVA DE LAS UNIVERSIDADES PUBLICAS COLOMBIANAS 2000 - 2011,2012-06-04,2012-10-02,UNIVERSIDAD DEL NORTE - UNINORTE,RCP,RECUPERACION CONTINGENTE CTeI,8,PROGRAMA NACIONAL DE ESTUDIOS CIENTIFICOS EN EDUCACION,X,No disponible,X,No disponible,CODIFICADO,8001,BARRANQUILLA,8,ATLANTICO,8001,BARRANQUILLA,8,ATLANTICO,P,Proyecto,175438189,134126660,309564849
43426,11204,2012,569 - 2012 BANCO DE PROYECTOS ELEGIBLES DE CTeI,111556933858,Analisis de la capacidad discriminante de caracteristicas de fonacion articulacion y prosodia en pacientes con enfermedad de Parkinson en etapa preclinica y avanzada para el desarrollo de herramientas computacionales de apoyo al diagnostico y tratamiento de la enfermedad.,2012-05-31,2013-02-27,UNIVERSIDAD DE ANTIOQUIA - UDEA,RCP,RECUPERACION CONTINGENTE CTeI,9,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,X,No disponible,X,No disponible,CODIFICADO,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,325345020,235000000,560345020
